Loan Description,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marketable:,,,,,,,,,,,,,,,
,Treasury Bills (Maturity Value):,,,,1d,,,,,,,,,,
,CUSIP:,,,Yield:,,Issue Date:,Payable Date:,,Interest Payable:,,Issued:,Retired:,Inflation Adjusted:,,Outstanding:
,,Bills1,,5.68,,7/9/1987,1/7/1988,,1/7/1988,,6651,,,,13200
,,Bills2,,6.49,,10/8/1987,,,,,6549,,,,
,,Bills3,,5.54,,7/16/1987,1/14/1988,,1/14/1988,,6902,,,,13428
,,Bills4,,6.96,,10/15/1987,,,,,6526,,,,
,,Bills5,,5.44,,1/22/1987,1/21/1988,,1/21/1988,,9875,,,,24460
,,Bills6,,6.18,,8/3/1987,,,,,8091,,,,
,,Bills7,,6.84,,10/22/1987,,,,,5494,,,,
,,Bills8,,6.2,,7/30/1987,1/28/1988,,1/28/1988,,6611,,,,13080
,,Bills9,,5.12,,10/29/1987,,,,,6469,,,,
,,Bills10,,6.15,,8/6/1987,2/4/1988,,2/4/1988,,6864,,,,13359
,,Bills11,,5.8,,11/5/1987,,,,,6495,,,,
,,Bills12,,6.14,,8/13/1987,2/11/1988,,2/11/1988,,6882,,,,13587
,,Bills13,,5.74,,11/12/1987,,,,,6705,,,,
,,Bills14,,5.74,,2/19/1987,2/18/1988,,2/18/1988,,9733,,,,23304
,,Bills15,,6.12,,8/20/1987,,,,,6995,,,,
,,Bills16,,6.01,,11/19/1987,,,,,6576,,,,
,,Bills17,,6.16,,8/27/1987,2/25/1988,,2/25/1988,,6749,,,,13237
,,Bills18,,5.7,,11/27/1987,,,,,6488,,,,
,,Bills19,,6.34,,9/3/1987,3/3/1988,,3/3/1988,,6669,,,,13228
,,Bills20,,5.49,,12/3/1987,,,,,6559,,,,
,,Bills21,,6.72,,9/10/1987,3/10/1988,,3/10/1988,,6932,,,,13453
,,Bills22,,5.81,,12/10/1987,,,,,6521,,,,
,,Bills23,,5.68,,3/19/1987,3/17/1988,,3/17/1988,,8550,,,,22949
,,Bills24,,6.64,,9/17/1987,,,,,6947,,,,
,,Bills25,,6,,12/17/1987,,,,,6452,,,,
,,Bills26,,7.07,,10/5/1987,3/24/1988,,3/24/1988,,7733,,,,14182
,,Bills27,,5.96,,12/24/1987,,,,,6449,,,,
,,Bills28,,6.83,,10/1/1987,3/31/1988,,3/31/1988,,6906,,,,13320
,,Bills29,,5.73,,12/31/1987,,,,,6414,,,,
,,Bills30,,6.96,,10/8/1987,4/7/1988,,4/7/1988,,6838,,,,6838
,,Bills31,,5.92,,4/16/1987,4/14/1988,,4/14/1988,,9790,,,,17225
,,Bills32,,7.34,,10/15/1987,,,,,7435,,,,
,,Bills33,,7.21,,10/22/1987,4/21/1988,,4/21/1988,,6515,,,,6515
,,Bills34,,5.98,,10/29/1967,4/28/1988,,4/28/1988,,6468,,,,6468
,,Bills35,,6.24,,11/5/1987,5/5/1988,,5/5/1988,,6756,,,,6756
,,Bills36,,6.56,,5/14/1987,5/12/1988,,5/12/1988,,10041,,,,17369
,,Bills37,,6.24,,11/12/1987,,,,,7328,,,,
,,Bills38,,6.33,,11/19/1987,5/19/1988,,5/19/1988,,7207,,,,7207
,,Bills39,,6.11,,11/27/1987,5/26/1988,,5/26/1988,,6630,,,,6630
,,Bills40,,5.49,,12/3/1987,6/2/1988,,6/2/1988,,7126,,,,7126
,,Bills41,,6.54,,6/11/1967,6/9/1988,,6/9/1988,,9812,,,,16618
,,Bills42,,6.42,,12/10/1987,,,,,6806,,,,
,,Bills43,,6.45,,12/17/1987,6/16/1988,,6/16/1988,,6843,,,,6843
,,Bills44,,6.48,,12/24/1987,6/23/1988,,6/23/1988,,6574,,,,6574
,,Bills45,,6.32,,12/31/1987,6/30/1988,,6/30/1988,,6427,,,,6427
,,Bills46,,6.22,,7/9/1987,7/7/1988,,7/7/1988,,9808,,,,9808
,,Bills47,,6.52,,8/6/1987,8/4/1988,,8/4/1988,,9568,,,,9568
,,Bills48,,6.74,,9/3/1987,9/1/1988,,9/1/1988,,9524,,,,9524
,,Bills49,,7.32,,10/1/1987,9/29/1988,,9/29/1988,,9281,,,,9281
,,Bills50,,6.45,,10/29/1987,10/27/1988,,10/27/1988,,9284,,,,9284
,,Bills51,,6.48,,11/27/1987,11/25/1988,,11/25/1988,,9374,,,,9374
,,Bills52,,6.74,,12/24/1987,12/22/1988,,12/22/1988,,9275,,,,9275
,,,,,,,,,,,,,,,
,Treasury Notes,,,Rate:,,Issue Date:,Payable:,,Interest Payable:,,Issued:,Retired:,,,Outstanding:
,CUSIP:,,,,,,,,,,,,,,
,,Note1,,8.25,,5/15/1978,5/15/1988,,5/15 - 11/15,,4148,,,,4148
,,Note2,,8.75,,11/15/1978,11/15/1988,,5/15 - 11/15,,3445,,,,3445
,,Note3,,12.375,,1/5/1981,1/15/1988,,1/15 - 7/15,,2710,,,,2710
,,Note4,,13.25,,4/6/1981,4/15/1988,,4/15 - 10/15,,2972,,,,2972
,,Note5,,14,,7/7/1981,7/15/1988,,1/15 - 7/15,,3469,,,,3469
,,Note6,,15.375,,10/14/1981,10/15/1988,,4/15 - 10/15,,3474,,,,3474
,,Note7,,10.125,,12/2/1982,2/15/1988,,2/15 - 8/15,,5040,,,,5040
,,Note8,,9.875,,3/1/1983,5/15/1988,,5/15 - 11/15,,5955,,,,5955
,,Note9,,10.5,,6/3/1983,8/15/1988,,2/15 - 8/15,,5783,,,,5783
,,Note10,,11.75,,9/6/1983,11/16/1988,,5/15 - 11/15,,6028,,,,6028
,,Note11,,12,,4/2/1984,3/31/1988,,3/31 - 9/30,,6837,,,,6837
,,Note12,,13.625,,7/2/1984,6/30/1988,,6/30 - 12/31,,6723,,,,8723
,,Note13,,11.625,,10/31/1984,9/30/1988,,3/31 - 9/30,,6574,-373,,,8946
,,Note14,,11.625,,10/31/1984,9/30/1988,,30-Sep,,1001,373,,,628
,,Note15,,10.625,,12/31/1984,12/31/1988,,6/30 - 12/31,,6808,,,,6808
,,Note16,,10.375,,2/15/1985,2/15/1988,,2/15 - 8/15,,8489,,,,6489
,,Note17,,10,,5/15/1985,5/15/1988,,5/15 - 11/15,,9987,,,,9987
,,Note18,,9.5,,8/15/1985,8/15/1988,,2/15 - 8/15,,10928,,,,10928
,,Note19,,8.625,,11/26/1985,11/15/1988,,5/15 - 11/15,,9179,,,,9179
,,Note20,,8.125,,1/31/1986,1/31/1988,,1/31 - 7/31,,10531,,,,10531
,,Note21,,8,,2/28/1986,2/29/1988,,2/29 - 8/31,,10640,,,,10640
,,Note22,,7.125,,3/31/1986,3/31/1988,,3/31 - 9/30,,10878,,,,10878
,,Note23,,6.625,,4/30/1986,4/30/1988,,4/30 - 10/31,,11305,,,,11305
,,Note24,,7.125,,6/2/1986,5/31/1988,,5/31 - 11/30,,10905,,,,10905
,,Note25,,7,,6/30/1986,6/30/1988,,6/30 - 12/31,,11397,,,,11397
,,Note26,,6.625,,7/31/1986,7/31/1988,,1/31 - 7/31,,11881,,,,11881
,,Note27,,6.125,,9/2/1986,8/31/1988,,2/29 - 8/31,,11435,,,,11435
,,Note28,,6.375,,9/30/1986,9/30/1988,,3/31 - 9/30,,11544,,,,11544
,,Note29,,6.375,,10/31/1986,10/31/1988,,4/30 - 10/31,,11543,,,,11543
,,Note30,,6.25,,12/1/1986,11/30/1988,,5/31 - 11/30,,11635,,,,11635
,,Note31,,6.25,,12/31/1986,12/31/1988,,6/30 - 12/31,,11648,,,,11648
,,Note32,,9.25,,5/15/1979,5/15/1989,,5/15 - 11/15,,2628,,,,2628
,,Note33,,10.75,,11/15/1979,11/15/1989,,5/15 - 11/15,,5779,,,,5779
,,Note34,,14.625,,1/13/1982,1/15/1989,,1/15 - 7/15,,3508,,,,3508
,,Note35,,14.375,,4/7/1982,4/15/1989,,4/15 - 10/15,,3348,,,,3348
,,Note36,,14.5,,7/8/1982,7/15/1989,,1/15 - 7/15,,4723,,,,4723
,,Note37,,11.875,,9/29/1982,10/15/1989,,4/15 - 10/15,,4237,,,,4237
,,Note38,,11.375,,12/1/1983,2/15/1989,,2/15 - 8/15,,6244,,,,6244
,,Note39,,11.75,,3/5/1984,5/15/1989,,5/15 - 11/15,,6068,,,,6068
,,Note40,,13.875,,6/1/1984,8/15/1989,,2/15 - 8/15,,6283,,,,6283
,,Note41,,12.75,,9/4/1984,11/15/1989,,5/15 - 11/15,,6552,,,,6552
,,Note42,,11.25,,4/1/1985,3/31/1989,,3/31 - 9/30,,6986,,,,6986
,,Note43,,9.625,,7/1/1985,6/30/1989,,6/30 - 12/31,,7486,,,,7486
,,Note44,,9.375,,11/1/1985,9/30/1989,,3/31 - 9/30,,7302,,,,7302
