Loan Description,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marketable:,,,,,,,,,,,,,,,
,Treasury Bills (Maturity Value):,,,,1d,,,,,,,,,,
,CUSIP:,,,Yield:,,Issue Date:,Payable Date:,,Interest Payable:,,Issued:,Retired:,Inflation Adjusted:,,Outstanding:
,,Bills1,,3.1,,7/8/1993,1/6/1994,,1/6/1994,,12958,,,,24867
,,Bills2,,2.96,,10/7/1993,,,,,11909,,,,
,,Bills3,,3.52,,1/14/1993,1/13/1994,,1/13/1994,,14809,,,,40508
,,Bills4,,3.14,,7/15/1993,,,,,12570,,,,
,,Bills5,,3.04,,10/14/1993,,,,,13128,,,,
,,Bills6,,3.15,,7/22/1993,1/20/1994,,1/20/1994,,12584,,,,39732
,,Bills7,,3.06,,10/21/1993,,,,,13046,,,,
,,Bills8,,3.1,,11/15/1993,,,,,14102,,,,
,,Bills9,,3.24,,7/29/1993,1/27/1994,,1/27/1994,,12277,,,,25319
,,Bills10,,3.08,,10/28/1993,,,,,13041,,,,
,,Bills11,,3.25,,8/5/1993,1/31/1994,,2/31/1994,,12407,,,,25883
,,Bills12,,3.11,,11/4/1993,,,,,13477,,,,
,,Bills13,,3.32,,2/11/1993,2/10/1994,,2/10/1994,,14906,,,,41179
,,Bills14,,3.18,,8/12/1993,,,,,12459,,,,
,,Bills15,,3.11,,11/12/1993,,,,,13814,,,,
,,Bills16,,3.12,,8/19/1993,2/17/1994,,2/17/1994,,12211,,,,26177
,,Bills17,,3.11,,11/18/1993,,,,,13966,,,,
,,Bills18,,3.12,,8/26/1993,2/24/1994,,2/24/1994,,12241,,,,26231
,,Bills19,,3.14,,11/26/1993,,,,,13990,,,,
,,Bills20,,3.11,,9/2/1993,3/3/1994,,3/3/1994,,11905,,,,25524
,,Bills21,,3.12,,12/2/1993,,,,,13619,,,,
,,Bills22,,3.09,,3/11/1993,3/10/1994,,3/10/1994,,14829,,,,39808
,,Bills23,,3.03,,9/9/1993,,,,,11362,,,,
,,Bills24,,3.11,,12/9/1993,,,,,13617,,,,
,,Bills25,,3.06,,9/16/1993,3/17/1994,,3/17/1994,,11389,,,,24474
,,Bills26,,3.06,,12/16/1993,,,,,13085,,,,
,,Bills27,,3.06,,9/23/1993,3/24/1994,,3/24/1994,,11342,,,,24372
,,Bills28,,3.06,,12/23/1993,,,,,13029,,,,
,,Bills29,,3.02,,9/30/1993,3/31/1994,,3/31/1994,,11754,,,,24833
,,Bills30,,3.06,,12/30/1993,,,,,13079,,,,
,,Bills31,,3.24,,4/8/1993,4/7/1994,,4/7/1994,,14342,,,,26190
,,Bills32,,3.08,,10/7/1993,,,,,11847,,,,
,,Bills33,,3.12,,10/14/1993,4/14/1994,,4/14/1994,,12986,,,,12986
,,Bills34,,3.14,,10/21/1993,4/21/1994,,4/21/1994,,12916,,,,12916
,,Bills35,,3.19,,10/28/1993,4/28/1994,,4/28/1994,,13074,,,,13074
,,Bills36,,3.13,,5/6/1993,5/5/1994,,5/5/1994,,14354,,,,27791
,,Bills37,,3.25,,11/4/1993,,,,,13437,,,,
,,Bills38,,3.28,,11/12/1993,5/12/1994,,5/12/1994,,13926,,,,13926
,,Bills39,,3.26,,11/18/1993,5/19/1994,,5/19/1994,,14040,,,,14040
,,Bills40,,0.33,,11/26/1993,5/26/1994,,5/26/1994,,14063,,,,14063
,,Bills41,,0.34,,6/3/1993,6/2/1994,,6/2/1994,,14771,,,,28394
,,Bills42,,3.26,,12/2/1993,,,,,13623,,,,
,,Bills43,,3.27,,12/9/1993,6/9/1994,,6/9/1994,,13496,,,,13496
,,Bills44,,3.26,,12/16/1993,6/16/1994,,6/16/1994,,13090,,,,13090
,,Bills45,,3.25,,12/23/1993,6/23/1994,,6/23/1994,,13136,,,,13136
,,Bills46,,0.34,,7/1/1993,6/30/1994,,6/30/1994,,15340,,,,28447
,,Bills47,,3.21,,12/30/1993,,,,,13107,,,,
,,Bills48,,3.44,,7/29/1993,7/28/1994,,7/28/1994,,15267,,,,15267
,,Bills49,,3.3,,8/26/1993,8/25/1994,,8/25/1994,,15299,,,,15299
,,Bills50,,3.27,,9/23/1993,9/22/1994,,9/22/1994,,15341,,,,15341
,,Bills51,,3.25,,10/21/1993,10/20/1994,,10/20/1994,,15875,,,,15875
,,Bills52,,3.43,,11/18/1993,11/17/1994,,11/17/1994,,16155,,,,16155
,,Bills53,,3.47,,12/16/1993,12/15/1994,,12/15/1994,,16238,,,,16238
,,,,,,,,,,,,,,,
,Treasury Notes,,,Rate:,,Issue Date:,Payable:,,Interest Payable:,,Issued:,Retired:,,,Outstanding:
,CUSIP:,,,,,,,,,,,,,,
,,Notes1,,13.125,,5/15/1984,5/15/1994,,5/15 - 11/15,,5669,,,,5669
,,Notes2,,12.625,,8/15/1984,8/1/1994,,2/15 - 8/15,,6300,,,,6300
,,Notes3,,11.625,,11/15/1984,11/15/1994,,5/15 - 11/15,,6659,,,,6659
,,Notes4,,7,,1/5/1987,1/15/1994,,1/15 - 7/15 ,,7295,,,,7295
,,Notes5,,7,,4/1/1987,4/15/1994,,4/15 - 10/15,,7336,,,,7336
,,Notes6,,8,,7/6/1987,7/15/1994,,1/15 - 7/15 ,,7221,,,,7221
,,Notes7,,9.5,,10/15/1987,10/15/1994,,4/15 - 10/15,,7074,,,,7074
,,Notes8,,8.875,,12/1/1988,2/15/1994,,2/15 - 8/15,,7806,,,,7806
,,Notes9,,9.5,,3/3/1989,5/15/1994,,5/15 - 11/15,,8532,,,,8532
,,Notes10,,8.625,,6/12/1989,8/15/1994,,2/15 - 8/15,,7842,,,,7842
,,Notes11,,8.25,,9/1/1989,11/15/1994,,5/15 - 11/15,,8272,,,,8272
,,Notes12,,8.5,,4/2/1990,3/31/1994,,3/31 - 9/30,,9220,,,,9220
,,Notes13,,8.5,,7/2/1990,6/30/1994,,6/30 - 10/31,,9209,,,,9209
,,Notes14,,8.5,,10/1/1990,9/30/1994,,3/31 - 9/30,,8914,,,,8914
,,Notes15,,7.625,,12/31/1990,12/31/1994,,6/30 - 10/31,,9681,,,,9681
,,Notes16,,6.875,,2/15/1991,2/15/1994,,2/5 - 8/15,,15557,,,,15557
,,Notes17,,7,,5/15/1991,5/15/1994,,5/15 - 11/15,,18141,,,,18141
,,Notes18,,6.875,,8/15/1991,8/15/1994,,2/15 - 8/15,,17165,,,,17165
,,Notes19,,6,,11/15/1991,11/15/1994,,5/15 - 11/15,,16808,,,,16808
,,Notes20,,4.875,,1/31/1992,1/31/1994,,1/31 - 7/31 ,,15132,,,,15132
,,Notes21,,5.375,,3/2/1992,2/28/1994,,2/28 - 8/31,,15952,,,,15962
,,Notes22,,5.75,,3/31/1992,3/31/1994,,3/31 - 9/30,,17817,,,,17817
,,Notes23,,5.325,,4/30/1992,4/30/1994,,4/30 - 10/31,,16396,,,,16396
,,Notes24,,5.125,,6/1/1992,5/31/1994,,5/31 - 11/30,,15803,,,,15803
,,Notes25,,5,,6/30/1992,6/30/1994,,6/30 - 12/31,,17256,,,,17256
,,Notes26,,4.25,,7/31/1992,7/31/1994,,1/31 - 7/31 ,,16917,,,,16917
,,Notes27,,4.25,,8/31/1992,8/31/1994,,2/28 - 8 31,,16605,,,,16605
,,Notes28,,4,,9/30/1992,9/30/1994,,3/31 - 9/30,,16755,,,,16755
,,Notes29,,4.25,,1/12/1992,10/31/1994,,4/30 - 10/31,,16293,,,,16293
,,Notes30,,4.625,,11/30/1992,11/30/1994,,5/31 - 11/30,,15911,,,,15911
,,Notes31,,4.625,,12/31/1992,12/31/1994,,6/30 - 12/31,,17136,,,,17136
,,Notes32,,11.25,,2/15/1985,2/15/1995,,2/15 - 8/15,,6934,,,,6934
,,Notes33,,11.25,,5/15/1985,5/15/1995,,5/15 - 11/15,,7127,,,,7127
,,Notes34,,10.5,,8/15/1985,8/15/1995,,2/15 - 8/15,,7956,,,,7956
,,Notes35,,9.5,,11/15/1985,11/15/1995,,5/15 - 11/15,,7319,,,,7319
,,Notes36,,8.625,,1/15/1988,1/15/1995,,1/15 - 7/15 ,,7343,,,,7343
,,Notes37,,8.375,,4/15/1988,4/15/1995,,4/15 - 10/15,,7018,,,,7018
,,Notes38,,8.875,,7/15/1988,7/15/1995,,1/15 - 7/15 ,,6805,,,,6805
,,Notes39,,8.625,,10/17/1988,10/15/1995,,4/15 - 10/15,,7196,,,,7196
,,Notes40,,7.75,,12/1/1989,2/15/1995,,2/15 - 8/15,,8344,,,,8344
,,Notes41,,8.5,,3/1/1990,5/15/1995,,5/15 - 11/15,,8293,,,,8293
,,Notes42,,8.5,,6/1/1990,8/15/1995,,2/15 - 8/15,,8877,,,,8877
