Loan Description,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marketable:,,,,,,,,,,,,,,,
,Treasury Bills (Maturity Value):,,,,1d,,,,,,,,,,
,CUSIP:,,,Yield:,,Issue Date:,Payable Date:,,Interest Payable:,,Issued:,Retired:,Inflation Adjusted:,,Outstanding:
,,Bills1,,5.71,,7/5/1991,1/2/1992,,1/2/1992,,10727,,,,21601
,,Bills2,,5.11,,10/3/1991,,,,,10874,,,,
,,Bills3,,5.71,,7/11/1991,1/9/1992,,1/9/1992,,10715,,,,21623
,,Bills4,,5.04,,10/10/1991,,,,,10908,,,,
,,Bills5,,6.22,,1/17/1991,1/16/1992,,1/16/1992,,11803,,,,33872
,,Bills6,,5.7,,7/18/1991,,,,,11077,,,,
,,Bills7,,4.99,,10/17/1991,,,,,10992,,,,
,,Bills8,,5.72,,7/25/1991,1/23/1992,,1/23/1992,,10993,,,,21602
,,Bills9,,5.04,,10/24/1991,,,,,10669,,,,
,,Bills10,,5.69,,8/1/1991,1/30/1992,,1/30/1992,,10482,,,,20965
,,Bills11,,4.99,,10/31/1991,,,,,10483,,,,
,,Bills12,,5.59,,8/8/1991,2/6/1992,,2/6/1992,,10455,,,,21056
,,Bills13,,4.74,,11/7/1991,,,,,10601,,,,
,,Bills14,,5.85,,2/14/1991,2/13/1992,,2/13/1992,,12550,,,,33626
,,Bills15,,5.39,,8/15/1991,,,,,10743,,,,
,,Bills16,,4.64,,11/14/1991,,,,,10333,,,,
,,Bills17,,5.23,,8/22/1991,2/20/1992,,2/20/1992,,10422,,,,20684
,,Bills18,,4.58,,11/21/1991,,,,,10262,,,,
,,Bills19,,5.47,,8/29/1991,2/27/1992,,2/27/1992,,10468,,,,20693
,,Bills20,,4.44,,11/29/1991,,,,,10225,,,,
,,Bills21,,5.39,,9/5/1991,3/5/1992,,3/5/1992,,10838,,,,21237
,,Bills22,,4.39,,12/5/1991,,,,,10399,,,,
,,Bills23,,6.06,,3/14/1991,3/12/1992,,3/12/1992,,11233,,,,32534
,,Bills24,,5.3,,9/12/1991,,,,,10918,,,,
,,Bills25,,4.21,,12/12/1991,,,,,10383,,,,
,,Bills26,,5.22,,9/19/1991,3/19/1992,,3/19/1992,,10631,,,,20913
,,Bills27,,4.14,,12/19/1991,,,,,10282,,,,
,,Bills28,,5.23,,9/26/1991,3/26/1992,,3/26/1992,,10726,,,,20945
,,Bills29,,3.75,,12/26/1991,,,,,10219,,,,
,,Bills30,,5.14,,10/3/1991,4/2/1992,,4/2/1992,,11182,,,,11182
,,Bills31,,5.88,,4/11/1991,4/9/1992,,4/9/1992,,11022,,,,22188
,,Bills32,,5.08,,10/10/1991,,,,,11166,,,,
,,Bills33,,5.03,,10/17/1991,4/16/1992,,4/16/1992,,11291,,,,11291
,,Bills34,,5.89,,5/24/1991,4/23/1992,,4/23/1992,,16014,,,,26682
,,Bills35,,5.11,,10/24/1991,,,,,10668,,,,
,,Bills36,,5.04,,10/31/1991,4/30/1992,,4/30/1992,,10548,,,,10548
,,Bills37,,5.71,,5/9/1991,5/7/1992,,5/7/1992,,11854,,,,22768
,,Bills38,,4.8,,11/7/1991,,,,,10914,,,,
,,Bills39,,4.71,,11/14/1991,5/14/1992,,5/14/1992,,10625,,,,10625
,,Bills40,,4.62,,11/21/1991,5/21/1992,,5/21/1992,,10266,,,,10266
,,Bills41,,4.5,,11/29/1991,5/28/1992,,5/28/1992,,10256,,,,10256
,,Bills42,,5.73,,6/6/1991,6/4/1992,,6/4/1992,,12289,,,,23121
,,Bills43,,4.39,,12/5/1991,,,,,10832,,,,
,,Bills44,,4.2,,12/12/1991,6/11/1992,,6/11/1992,,10439,,,,10439
,,Bills45,,4.19,,12/19/1991,6/18/1992,,6/18/1992,,10260,,,,10260
,,Bills46,,3.85,,12/26/1991,6/25/1992,,6/25/1992,,10212,,,,10212
,,Bills47,,6,,7/5/1991,7/2/1992,,7/2/1992,,12680,,,,12680
,,Bills48,,5.88,,8/1/1991,7/30/1992,,7/30/1992,,12651,,,,12651
,,Bills49,,5.36,,8/29/1991,8/27/1992,,8/27/1992,,12600,,,,12600
,,Bills50,,5.26,,9/26/1991,9/24/1992,,9/24/1992,,12563,,,,12563
,,Bills51,,5.12,,10/24/1991,10/22/1992,,10/22/1992,,13075,,,,13075
,,Bills52,,4.72,,11/21/1991,11/19/1992,,11/19/1992,,12276,,,,12276
,,Bills53,,4.2,,12/19/1991,12/17/1992,,12/17/1992,,13354,,,,13354
,,,,,,,,,,,,,,,
,Treasury Notes,,,Rate:,,Issue Date:,Payable:,,Interest Payable:,,Issued:,Retired:,,,Outstanding:
,CUSIP:,,,,,,,,,,,,,,
,,Notes1,,14.625,,6/16/1982,2/15/1992,,2/15 - 8/15,,2813,,,,2813
,,Notes2,,13.75,,5/17/1982,5/15/1992,,5/15 - 11/15,,10798,,,,10798
,,Notes3,,10.5,,11/15/1982,11/15/1992,,5/15 - 11/15,,4331,,,,4331
,,Notes4,,11.625,,1/4/1985,1/15/1992,,1/15 - 6/15,,5759,,,,5759
,,Notes5,,11.75,,4/2/1985,4/15/1992,,4/15 - 10/15,,5868,,,,5868
,,Notes6,,10.375,,7/2/1985,7/15/1992,,1/15 - 7/15,,6299,,,,6299
,,Notes7,,9.75,,11/1/1987,10/15/1992,,4/15 - 10/15,,6287,,,,6287
,,Notes8,,6.625,,12/3/1986,2/15/1992,,2/15 - 8/15,,8537,,,,8537
,,Notes9,,6.625,,3/3/1987,5/15/1992,,5/15 - 11/15,,8415,,,,8415
,,Notes10,,8.25,,6/3/1987,8/15/1992,,2/15 - 8/15,,8497,,,,8497
,,Notes11,,8.375,,9/3/1987,11/15/1992,,5/15 - 11/15,,8549,,,,8549
,,Notes12,,7.875,,3/31/1988,3/31/1992,,3/ 31 - 9/30,,8140,,,,8140
,,Notes13,,8.25,,6/30/1988,6/30/1992,,6/ 30 - 12/31,,7796,,,,7796
,,Notes14,,8.75,,9/30/1988,9/30/1992,,3/31 - 9/30,,8000,,,,8000
,,Notes15,,9.125,,1/3/1989,12/31/1992,,6/ 30 - 12/31,,8287,,,,8287
,,Notes16,,9.125,,2/15/1989,2/15/1992,,2/15 - 8/15,,11512,,,,11512
,,Notes17,,9,,5/15/1989,5/15/1992,,5/15 - 11/15,,12679,,,,12679
,,Notes18,,7.875,,8/15/1989,8/15/1992,,2/15 - 8/15,,13523,,,,13523
,,Notes19,,7.75,,11/15/1989,11/15/1992,,5/15 - 11/15,,14311,,,,14311
,,Notes20,,8.125,,1/31/1990,1/31/1992,,1/31 - 7/31,,11311,,,,11311
,,Notes21,,8.5,,2/28/1990,2/29/1992,,2/29 - 8/31,,11841,,,,11841
,,Notes22,,8.5,,4/2/1990,3/31/1992,,3/31 - 9/30,,12626,,,,12626
,,Notes23,,8.875,,4/30/1990,4/30/1992,,4/30 - 10/31,,12797,,,,12797
,,Notes24,,8.5,,5/31/1990,5/31/1992,,5/31 - 11/30,,12419,,,,12419
,,Notes25,,8.375,,7/2/1990,6/30/1992,,6/30 - 12/31,,13377,,,,13377
,,Notes26,,8,,7/31/1990,7/31/1992,,1/31 - 7/31,,13970,,,,13970
,,Notes27,,8.125,,8/31/1990,8/31/1992,,2/29 - 8/31,,13429,,,,13429
,,Notes28,,8.125,,10/1/1990,9/30/1992,,3/31 - 9/30,,12905,,,,12905
,,Notes29,,7.75,,10/31/1990,10/31/1992,,4/30 - 10/31,,13614,,,,13614
,,Notes30,,7.375,,11/30/1990,11/30/1992,,5/31 - 11/30,,13852,,,,13852
,,Notes31,,7.25,,12/31/1990,12/31/1992,,6/30 - 12/31,,14237,,,,14237
,,Notes32,,10.875,,2/15/1983,2/15/1993,,2/15 - 8/15,,5162,,,,5162
,,Notes33,,10.125,,5/16/1983,5/15/1993,,5/15 - 11/15,,5100,,,,5100
,,Notes34,,11.875,,8/15/1983,8/15/1993,,2/15 - 8/15,,6593,,,,6593
,,Notes35,,11.75,,11/15/1983,11/15/1993,,5/15 - 11/15,,12478,,,,12478
,,Notes36,,8.75,,1/15/1986,1/15/1993,,1/15 - 7/15 ,,6515,,,,6515
,,Notes37,,7.375,,4/3/1986,4/15/1993,,4/15 - 10/15,,6511,,,,6511
,,Notes38,,7.25,,7/7/1986,7/15/1993,,1/15 - 7/15,,6757,,,,6757
,,Notes39,,7.125,,11/3/1986,10/15/1993,,4/15 - 10/15 ,,7013,,,,7013
,,Notes40,,8.25,,12/1/1987,2/15/1993,,2/15 - 8/15,,8256,,,,8256
,,Notes41,,7.625,,3/3/1988,5/15/1993,,5/15 - 11/15,,8096,,,,8096
,,Notes42,,8.75,,6/1/1988,8/15/1993,,2/15 - 8/15,,7370,,,,7370
