Loan Description,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Marketable:,,,,,,,,,,,,,,,
,Treasury Bills (Maturity Value):,,,,1d,,,,,,,,,,
,CUSIP:,,,Yield:,,Issue Date:,Payable Date:,,Interest Payable:,,Issued:,Retired:,Inflation Adjusted:,,Outstanding:
,,Bills1,,14.05,,7/9/1981,1/7/1982,,1/7/1982,,4042,,,,8577
,,Bills2,,14.206,,10/8/1981,,,,,4535,,,,
,,Bills3,,14.23,,7/16/1981,1/14/1982,,1/14/1982,,4062,,,,8599
,,Bills4,,13.525,,10/15/1981,,,,,4537,,,,
,,Bills5,,15.318,,7/23/1981,1/21/1982,,1/21/1982,,4053,,,,11580
,,Bills6,,13.614,,10/22/1981,,,,,4527,,,,
,,Bills7,,10.654,,12/7/1981,,,,,3000,,,,
,,Bills8,,13.033,,1/29/1981,1/28/1982,,1/28/1982,,4684,,,,13759
,,Bills9,,14.789,,7/30/1981,,,,,4349,,,,
,,Bills10,,13.352,,10/29/1981,,,,,4726,,,,
,,Bills11,,15.571,,8/6/1981,2/4/1982,,2/4/1982,,4349,,,,9071
,,Bills12,,12.696,,11/5/1981,,,,,4722,,,,
,,Bills13,,15.122,,8/13/1981,2/11/1982,,2/11/1982,,4355,,,,9088
,,Bills14,,11.129,,11/12/1981,,,,,4733,,,,
,,Bills15,,15.645,,8/20/1981,2/18/1982,,2/18/1982,,4560,,,,9293
,,Bills16,,10.692,,11/19/1981,,,,,4733,,,,
,,Bills17,,12.801,,2/26/1981,2/25/1982,,2/25/1982,,5265,,,,14543
,,Bills18,,15.853,,8/27/1981,,,,,4543,,,,
,,Bills19,,10.559,,11/27/1981,,,,,4735,,,,
,,Bills20,,15.646,,9/3/1981,3/4/1982,,3/4/1982,,4565,,,,9288
,,Bills21,,10.4,,12/3/1981,,,,,4723,,,,
,,Bills22,,15.795,,9/10/1981,3/11/1982,,3/11/1982,,4572,,,,9298
,,Bills23,,10.404,,12/10/1981,,,,,4726,,,,
,,Bills24,,14.657,,9/17/1981,3/18/1982,,3/18/1982,,4556,,,,9280
,,Bills25,,11.101,,12/17/1981,,,,,4724,,,,
,,Bills26,,11.481,,3/26/1981,3/25/1982,,3/25/1982,,4684,,,,13938
,,Bills27,,14.129,,9/24/1981,,,,,4534,,,,
,,Bills28,,11.037,,12/24/1981,,,,,4720,,,,
,,Bills29,,14.932,,10/1/1981,4/1/1982,,4/1/1982,,4513,,,,9443
,,Bills30,,11.691,,12/31/1981,,,,,4930,,,,
,,Bills31,,14.218,,10/8/1981,4/8/1982,,4/8/1982,,4546,,,,4546
,,Bills32,,13.504,,10/15/1981,4/15/1982,,4/15/1982,,4549,,,,4549
,,Bills33,,12.991,,4/23/1981,4/22/1982,,4/22/1982,,4261,,,,10795
,,Bills34,,13.795,,10/22/1981,,,,,4533,,,,
,,Bills35,,11.186,,12/7/1981,,,,,2001,,,,
,,Bills36,,13.619,,10/29/1981,4/29/1982,,4/29/1982,,4728,,,,4728
,,Bills37,,12.72,,11/5/1981,5/6/1982,,5/6/1982,,4733,,,,4733
,,Bills38,,11.51,,11/12/1981,5/13/1982,,5/13/1982,,4734,,,,4734
,,Bills39,,14.623,,5/21/1981,5/20/1982,,5/20/1982,,4014,,,,8744
,,Bills40,,10.972,,11/19/1981,,,,,4730,,,,
,,Bills41,,10.916,,11/27/1981,5/27/1982,,5/27/1982,,4718,,,,4718
,,Bills42,,10.701,,12/3/1981,6/3/1982,,6/3/1982,,4723,,,,4723
,,Bills43,,10.772,,12/10/1981,6/10/1982,,6/10/1982,,4716,,,,4716
,,Bills44,,13.146,,6/18/1981,6/17/1982,,6/17/1982,,4011,,,,8628
,,Bills45,,11.595,,12/17/1981,,,,,4617,,,,
,,Bills46,,11.838,,12/24/1981,6/24/1982,,6/24/1982,,4715,,,,4715
,,Bills47,,12.448,,12/31/1981,7/1/1982,,7/1/1982,,4922,,,,4922
,,Bills48,,13.735,,7/16/1981,7/15/1982,,7/15/1982,,4011,,,,4011
,,Bills49,,14.542,,8/13/1981,8/12/1982,,8/12/1982,,4512,,,,4512
,,Bills50,,15.056,,9/10/1981,9/9/1982,,9/9/1982,,4768,,,,4768
,,Bills51,,14.58,,10/8/1981,10/7/1982,,10/7/1982,,5251,,,,5251
,,Bills52,,13.159,,11/5/1981,11/4/1982,,11/4/1982,,5016,,,,5016
,,Bills53,,10.506,,12/3/1981,12/2/1982,,12/2/1982,,5194,,,,5194
,,Bills54,,12.501,,12/31/1981,12/30/1982,,12/30/1982,,5260,,,,5260
,,,,,,,,,,,,,,,
,Treasury Notes,,,Rate:,,Issue Date:,Payable:,,Interest Payable:,,Issued:,Retired:,,,Outstanding:
,CUSIP:,,,,,,,,,,,,,,
,,Note1,,8,,5/15/1975,5/15/1982,,5/15 - 11/15 ,,2747,,,,2747
,,Note2,,8.125,,8/15/1975,8/15/1982,,2/15 - 8/15 ,,2918,,,,2918
,,Note3,,7.875,,11/17/1975,11/15/1982,,5/15 - 11/15 ,,2902,,,,2902
,,Note4,,6.125,,1/6/1977,2/15/1982,,2/15 - 8/15 ,,2697,,,,2697
,,Note5,,7,,4/4/1977,5/15/1982,,5/15 - 11/15 ,,2613,,,,2613
,,Note6,,7.125,,10/17/1977,11/15/1982,,5/15 - 11/15 ,,2737,,,,2737
,,Note7,,7.875,,3/6/1978,3/31/1982,,3/31 - 9/30 ,,2853,,,,2853
,,Note8,,8.25,,6/7/1978,6/30/1982,,6/30 - 12/31 ,,2594,,,,2594
,,Note9,,8.375,,9/6/1978,9/30/1982,,3/31 - 9/30,,2501,,,,2501
,,Note10,,9.25,,11/15/1978,5/15/1982,,5/15 - 11/15 ,,3556,,,,3556
,,Note11,,9.375,,1/2/1979,12/31/1982,,6/30 - 12/31,,3205,,,,3205
,,Note12,,9,,8/15/1979,8/15/1982,,2/15 - 8/15 ,,3587,,,,3587
,,Note13,,11.5,,1/31/1980,1/31/1982,,1/31 - 7/31 ,,4485,,,,4485
,,Note14,,13.875,,2/29/1980,2/28/1982,,2/28 - 8/31,,4498,,,,4498
,,Note15,,15,,3/31/1980,3/31/1982,,3/31 - 9/30,,4072,,,,4072
,,Note16,,11.375,,4/30/1980,4/30/1982,,4/30 - 10/31  ,,4573,,,,4573
,,Note17,,9.375,,6/4/1980,5/31/1982,,5/31 - 11/30 ,,4284,,,,4284
,,Note18,,8.625,,6/30/1980,6/30/1982,,6/30 - 12/31 ,,5215,,,,5215
,,Note19,,8.875,,7/31/1980,7/31/1982,,1/31 - 7/31 ,,5337,,,,5337
,,Note20,,11.125,,9/2/1980,8/31/1982,,2/28 - 8/31,,5127,,,,5127
,,Note21,,11.875,,9/30/1980,9/30/1982,,3/31 - 9/30 ,,5120,,,,5120
,,Note22,,12.125,,10/31/1980,10/31/1982,,4/30 - 10/31 ,,4823,,,,4823
,,Note23,,13.875,,12/1/1980,11/30/1982,,5/31 - 11/30 ,,4966,,,,4966
,,Note24,,15.125,,12/31/1980,12/31/1982,,6/30 - 12/31,,4955,,,,4955
,,Note25,,8,,2/17/1976,2/15/1983,,2/15 - 8/15 ,,7958,,,,7958
,,Note26,,7,,11/15/1976,11/15/1983,,5/15 - 11/15 ,,2309,,,,2309
,,Note27,,7.875,,4/5/1978,5/15/1983,,5/15 - 11/15 ,,2573,,,,2573
,,Note28,,9.25,,3/5/1979,3/31/1983,,3/31 - 9/30,,2930,,,,2930
,,Note29,,8.875,,7/2/1979,6/30/1983,,6/30 - 12/31 ,,3123,,,,3123
,,Note30,,9.75,,10/10/1979,9/30/1983,,3/ 31 - 9/30,,2802,,,,2802
,,Note31,,11.625,,11/15/1979,5/15/1983,,5/15 - 11/15 ,,3618,,,,3618
,,Note32,,10.5,,12/31/1979,12/31/1983,,6/30 - 12/31 ,,2701,,,,2701
,,Note33,,11.875,,2/15/1980,8/15/1983,,2/15 - 8/15 ,,4285,,,,4285
,,Note34,,9.25,,5/15/1980,8/15/1983,,2/15 - 8/15 ,,6670,,,,6670
,,Note35,,9.875,,8/15/1980,11/15/1983,,5/15 - 11/15 ,,5832,,,,5832
,,Note36,,13.625,,2/2/1981,1/31/1983,,1/31 - 7/31 ,,5191,,,,5191
,,Note37,,13.875,,3/2/1981,2/28/1983,,2/28 - 8/31,,5438,,,,5438
,,Note38,,12.625,,3/31/1981,3/31/1983,,3/31 - 9/30,,5583,,,,5583
,,Note39,,14.5,,4/30/1981,4/30/1983,,4/30 - 10/31,,4586,,,,4586
,,Note40,,15.625,,6/1/1981,5/31/1983,,5/31 - 11/30 ,,4763,,,,4763
,,Note41,,14.625,,6/30/1981,6/30/1983,,6/30 - 12/31 ,,4607,,,,4607
